null,0
(34.089, -118.2009),20
(34.089, -118.2114),23
(34.089, -118.2226),3
(34.089, -118.2437),12
(34.089, -118.2674),6
(34.089, -118.2749),27
(34.089, -118.3146),44
(34.089, -118.3157),11
(34.089, -118.3498),4
(34.089, -118.3511),6
(34.089, -118.43),23
(34.0891, -118.1624),17
(34.0891, -118.1634),1
(34.0891, -118.1717),40
(34.0891, -118.1718),29
(34.0891, -118.1771),19
(34.0891, -118.1978),7
(34.0891, -118.205),7
(34.0891, -118.2126),17
(34.0891, -118.2145),22
(34.0891, -118.2161),27
(34.0891, -118.219),18
(34.0891, -118.2264),46
(34.0891, -118.2494),13
(34.0891, -118.2534),11
(34.0891, -118.2662),7
(34.0891, -118.2724),19
(34.0891, -118.2992),154
(34.0891, -118.4434),4
(34.0892, -117.8945),1
(34.0892, -118.1707),3
(34.0892, -118.1971),13
(34.0892, -118.2118),1
(34.0892, -118.2368),13
(34.0892, -118.2682),8
(34.0892, -118.2846),10
(34.0892, -118.2893),3
(34.0893, -118.1634),1
(34.0893, -118.1707),62
(34.0893, -118.1713),6
(34.0893, -118.1832),9
(34.0893, -118.1899),22
(34.0893, -118.202),2
(34.0893, -118.2123),1
(34.0893, -118.234),21
(34.0893, -118.25),28
(34.0893, -118.2593),9
(34.0893, -118.2602),1
(34.0893, -118.2685),38
(34.0893, -118.2785),15
(34.0893, -118.4637),4
(34.0894, -118.1695),7
(34.0894, -118.2072),10
(34.0894, -118.2119),6
(34.0894, -118.2204),3
(34.0894, -118.2311),7
(34.0894, -118.2512),1
(34.0894, -118.2549),20
(34.0894, -118.2685),7
(34.0894, -118.2731),10
(34.0894, -118.2961),34
(34.0894, -118.4351),2
(34.0894, -118.4419),13
(34.0895, -118.1708),45
(34.0895, -118.1734),1
(34.0895, -118.176),8
(34.0895, -118.2149),1
(34.0895, -118.2727),19
(34.0895, -118.2728),1
(34.0895, -118.2917),38
(34.0895, -118.2928),59
(34.0895, -118.2939),104
(34.0895, -118.295),32
(34.0895, -118.297),5
(34.0895, -118.3051),2
(34.0896, -118.1605),2
(34.0896, -118.1634),63
(34.0896, -118.2007),1
(34.0896, -118.2059),12
(34.0896, -118.2082),7
(34.0896, -118.2105),57
(34.0896, -118.2598),1
(34.0896, -118.2694),15
(34.0896, -118.2846),23
(34.0896, -118.3092),172
(34.0896, -118.3103),1
(34.0896, -118.3114),135
(34.0896, -118.3136),9
(34.0896, -118.4306),13
(34.0896, -118.4577),15
(34.0897, -118.167),31
(34.0897, -118.1844),14
(34.0897, -118.2561),23
(34.0897, -118.2592),5
(34.0897, -118.2769),67
(34.0897, -118.2846),52
(34.0897, -118.2867),2
(34.0897, -118.2869),36
(34.0897, -118.2893),135
(34.0897, -118.3019),8
(34.0897, -118.4612),7
(34.0898, -118.17),33
(34.0898, -118.1908),5
(34.0898, -118.2045),14
(34.0898, -118.2075),55
(34.0898, -118.2131),3
(34.0898, -118.2268),33
(34.0898, -118.2376),14
(34.0898, -118.2712),4
(34.0898, -118.2808),67
(34.0898, -118.2821),1
(34.0898, -118.2917),41
(34.0898, -118.3244),1
(34.0898, -118.3266),19
(34.0898, -118.3277),12
(34.0898, -118.3288),1
(34.0898, -118.3289),1
(34.0898, -118.331),1
(34.0898, -118.3332),1
(34.0898, -118.4647),7
(34.0899, -118.1695),24
(34.0899, -118.2012),1
(34.0899, -118.2152),8
(34.0899, -118.2348),7
(34.0899, -118.256),13
(34.0899, -118.2592),8
(34.0899, -118.2662),3
(34.0899, -118.2743),35
(34.0899, -118.277),19
(34.0899, -118.3065),15
(34.0899, -118.3078),3
(34.0899, -118.3223),77
(34.0899, -118.3244),103
(34.0899, -118.4469),7
(34.09, -118.175),82
(34.09, -118.179),9
(34.09, -118.2111),20
(34.09, -118.2175),14
(34.09, -118.2318),21
(34.09, -118.2515),9
(34.09, -118.2587),20
(34.09, -118.2699),5
(34.09, -118.2813),1
(34.09, -118.4375),5
(34.0901, -118.1674),43
(34.0901, -118.1856),18
(34.0901, -118.2126),23
(34.0901, -118.2162),18
(34.0901, -118.2247),23
(34.0901, -118.2465),7
(34.0901, -118.2594),23
(34.0901, -118.2721),7
(34.0902, -118.1643),2
(34.0902, -118.1664),1
(34.0902, -118.203),10
(34.0902, -118.2067),4
(34.0902, -118.2464),3
(34.0902, -118.2597),8
(34.0902, -118.2818),89
(34.0902, -118.5034),1
(34.0903, -118.1615),1
(34.0903, -118.1623),37
(34.0903, -118.2053),11
(34.0903, -118.2222),12
(34.0903, -118.2271),4
(34.0903, -118.2322),4
(34.0903, -118.252),1
(34.0903, -118.2703),13
(34.0903, -118.2868),14
(34.0904, -118.1721),1
(34.0904, -118.1723),16
(34.0904, -118.1739),14
(34.0904, -118.1801),17
(34.0904, -118.1905),1
(34.0904, -118.2076),2
(34.0904, -118.2128),59
(34.0904, -118.2155),24
(34.0904, -118.2202),14
(34.0904, -118.2272),60
(34.0904, -118.2345),3
(34.0904, -118.2354),22
(34.0904, -118.2382),2
(34.0904, -118.2753),35
(34.0904, -118.2773),1
(34.0904, -118.2841),1
(34.0904, -118.2917),29
(34.0905, -118.1647),58
(34.0905, -118.167),4
(34.0905, -118.1868),9
(34.0905, -118.1973),10
(34.0905, -118.1996),11
(34.0905, -118.2098),30
(34.0905, -118.212),34
(34.0905, -118.2498),7
(34.0905, -118.2525),23
(34.0905, -118.2604),1
(34.0905, -118.2777),58
(34.0905, -118.3923),1
(34.0906, -118.1648),96
(34.0906, -118.1695),13
(34.0906, -118.178),6
(34.0906, -118.1875),1
(34.0906, -118.2111),8
(34.0906, -118.2145),2
(34.0906, -118.2326),15
(34.0906, -118.2473),10
(34.0906, -118.2711),7
(34.0906, -118.2827),25
(34.0906, -118.3885),1
(34.0907, -118.1813),11
(34.0907, -118.188),41
(34.0907, -118.1894),6
(34.0907, -118.2038),12
(34.0907, -118.2121),141
(34.0907, -118.2175),7
(34.0907, -118.2205),1
(34.0907, -118.2556),6
(34.0907, -118.2584),2
(34.0907, -118.2661),18
(34.0907, -118.2714),4
(34.0907, -118.3299),56
(34.0907, -118.331),116
(34.0907, -118.3315),35
(34.0907, -118.3321),8
(34.0907, -118.3324),25
(34.0907, -118.3332),207
(34.0907, -118.3363),327
(34.0907, -118.3374),96
(34.0907, -118.3384),69
(34.0907, -118.3386),298
(34.0907, -118.3398),21
(34.0907, -118.3404),49
(34.0907, -118.3416),87
(34.0907, -118.3428),101
(34.0907, -118.3441),3
(34.0907, -118.3732),1
(34.0907, -118.4229),4
(34.0907, -118.4273),1
(34.0907, -118.4289),13
(34.0908, -118.2115),7
(34.0908, -118.2439),6
(34.0908, -118.2441),5
(34.0908, -118.2655),20
(34.0908, -118.2669),43
(34.0908, -118.2992),25
(34.0908, -118.2994),82
(34.0908, -118.3005),195
(34.0908, -118.3012),89
(34.0908, -118.3019),31
(34.0908, -118.3025),110
(34.0908, -118.3029),38
(34.0908, -118.3033),17
(34.0908, -118.3046),45
(34.0908, -118.305),110
(34.0908, -118.3051),4
(34.0908, -118.306),21
(34.0908, -118.3064),2
(34.0908, -118.3065),1
(34.0908, -118.3066),2
(34.0908, -118.3067),8
(34.0908, -118.307),71
(34.0908, -118.3073),3
(34.0908, -118.3078),6
(34.0908, -118.3085),6
(34.0908, -118.3092),398
(34.0908, -118.3109),27
(34.0908, -118.3113),108
(34.0908, -118.3114),56
(34.0908, -118.3136),131
(34.0908, -118.3146),6
(34.0908, -118.3157),133
(34.0908, -118.3179),72
(34.0908, -118.319),45
(34.0908, -118.3201),92
(34.0908, -118.3212),48
(34.0908, -118.3223),150
(34.0908, -118.3229),1
(34.0908, -118.3234),35
(34.0908, -118.3244),125
(34.0908, -118.3266),265
(34.0908, -118.3277),36
(34.0908, -118.3289),113
(34.0908, -118.358),1
(34.0908, -118.365),1
(34.0908, -118.4696),1
(34.0909, -118.1652),47
(34.0909, -118.2138),13
(34.0909, -118.2277),1
(34.0909, -118.2443),2
(34.0909, -118.2717),1
(34.0909, -118.2775),80
(34.0909, -118.2846),61
(34.0909, -118.2855),59
(34.0909, -118.2856),1
(34.0909, -118.2866),7
(34.0909, -118.2867),122
(34.0909, -118.2878),95
(34.0909, -118.2886),5
(34.0909, -118.2887),1
(34.0909, -118.2893),482
(34.0909, -118.2917),438
(34.0909, -118.2928),95
(34.0909, -118.2939),153
(34.0909, -118.295),67
(34.0909, -118.2961),175
(34.0909, -118.297),11
(34.0909, -118.2974),118
(34.0909, -118.2979),21
(34.0909, -118.2984),74
(34.0909, -118.4443),2
(34.091, -118.1677),31
(34.091, -118.2061),10
(34.091, -118.2113),4
(34.091, -118.2234),18
(34.091, -118.2277),40
(34.091, -118.2362),21
(34.091, -118.2376),4
(34.091, -118.2482),8
(34.091, -118.2538),16
(34.091, -118.2639),1
(34.091, -118.2788),56
(34.0911, -118.1825),12
(34.0911, -118.2019),33
(34.0911, -118.2024),2
(34.0911, -118.2225),3
(34.0911, -118.2226),25
(34.0911, -118.2619),67
(34.0911, -118.2684),8
(34.0911, -118.2723),29
(34.0911, -118.276),29
(34.0911, -118.2836),45
(34.0911, -118.2845),63
(34.0911, -118.3931),6
(34.0912, -118.1613),12
(34.0912, -118.162),1
(34.0912, -118.1624),12
(34.0912, -118.1637),10
(34.0912, -118.1708),10
(34.0912, -118.1905),1
(34.0912, -118.2046),10
(34.0912, -118.2111),69
(34.0912, -118.2115),1
(34.0912, -118.2181),4
(34.0912, -118.2319),1
(34.0912, -118.2333),26
(34.0912, -118.2391),13
(34.0912, -118.2595),29
(34.0912, -118.2652),23
(34.0912, -118.2678),15
(34.0912, -118.4276),4
(34.0913, -118.1683),5
(34.0913, -118.207),2
(34.0913, -118.2091),34
(34.0913, -118.2136),49
(34.0913, -118.2213),1
(34.0913, -118.2214),18
(34.0913, -118.2467),20
(34.0913, -118.3073),28
(34.0913, -118.3914),6
(34.0913, -118.3927),4
(34.0913, -118.454),1
(34.0913, -118.462),6
(34.0913, -118.4655),4
(34.0914, -118.1697),15
(34.0914, -118.1771),6
(34.0914, -118.2209),18
(34.0914, -118.2456),11
(34.0914, -118.2492),23
(34.0914, -118.2831),23
(34.0914, -118.3866),11
(34.0914, -118.3869),10
(34.0914, -118.3871),7
(34.0914, -118.3914),1
(34.0914, -118.4322),4
(34.0915, -118.1396),1
(34.0915, -118.1907),24
(34.0915, -118.1911),7
(34.0915, -118.2032),9
(34.0915, -118.2094),12
(34.0915, -118.2185),5
(34.0915, -118.2205),2
(34.0915, -118.2239),45
(34.0915, -118.2281),38
(34.0915, -118.2369),20
(34.0915, -118.2458),1
(34.0915, -118.255),16
(34.0915, -118.2576),9
(34.0915, -118.2585),1
(34.0915, -118.3888),10
(34.0916, -118.166),32
(34.0916, -118.2174),9
(34.0916, -118.246),2
(34.0916, -118.2539),47
(34.0916, -118.2708),5
(34.0916, -118.2733),47
(34.0916, -118.2836),2
(34.0917, -118.1615),4
(34.0917, -118.185),1
(34.0917, -118.213),2
(34.0917, -118.2312),1
(34.0917, -118.234),16
(34.0917, -118.2697),3
(34.0917, -118.2741),212
(34.0917, -118.2796),76
(34.0917, -118.3244),29
(34.0917, -118.3266),14
(34.0917, -118.4561),8
(34.0918, -118.1775),1
(34.0918, -118.1783),1
(34.0918, -118.1887),15
(34.0918, -118.2056),3
(34.0918, -118.2548),1
(34.0918, -118.2659),12
(34.0918, -118.2687),14
(34.0918, -118.3092),80
(34.0918, -118.3109),110
(34.0918, -118.3136),108
(34.0918, -118.3157),66
(34.0918, -118.3179),8
(34.0918, -118.3914),2
(34.0918, -118.3955),1
(34.0918, -118.4318),4
(34.0919, -118.1721),28
(34.0919, -118.216),7
(34.0919, -118.2284),49
(34.0919, -118.2396),22
(34.0919, -118.2503),8
(34.0919, -118.2614),2
(34.0919, -118.2644),2
(34.0919, -118.2695),7
(34.0919, -118.3077),63
(34.0919, -118.3092),25
(34.0919, -118.3921),9
(34.0919, -118.4286),28
(34.0919, -118.4332),8
(34.0919, -118.4386),12
(34.092, -118.186),2
(34.092, -118.1943),4
(34.092, -118.1969),1
(34.092, -118.204),42
(34.092, -118.2155),6
(34.092, -118.2586),21
(34.092, -118.2613),7
(34.092, -118.2699),12
(34.092, -118.2742),31
(34.092, -118.2845),1
(34.092, -118.3025),45
(34.092, -118.3036),1
(34.092, -118.3046),57
(34.092, -118.3067),2
(34.092, -118.3068),1
(34.092, -118.3867),2
(34.0921, -118.1668),18
(34.0921, -118.1794),7
(34.0921, -118.1982),31
(34.0921, -118.2028),9
(34.0921, -118.2084),21
(34.0921, -118.2105),56
(34.0921, -118.2111),3
(34.0921, -118.2243),5
(34.0921, -118.2533),8
(34.0921, -118.264),32
(34.0921, -118.2665),1
(34.0921, -118.278),6
(34.0921, -118.3914),9
(34.0921, -118.4587),7
(34.0921, -118.5682),11
(34.0922, -118.1626),20
(34.0922, -118.1975),1
(34.0922, -118.2226),81
(34.0922, -118.2361),17
(34.0922, -118.2474),2
(34.0922, -118.2829),27
(34.0922, -118.3945),14
(34.0922, -118.4481),3
(34.0922, -118.4749),1
(34.0923, -118.1629),13
(34.0923, -118.1753),3
(34.0923, -118.1978),38
(34.0923, -118.2066),2
(34.0923, -118.2347),3
(34.0923, -118.2378),15
(34.0923, -118.2568),17
(34.0923, -118.2817),71
(34.0923, -118.3919),1
(34.0923, -118.4231),1
(34.0924, -118.1806),12
(34.0924, -118.2223),29
(34.0924, -118.2246),8
(34.0924, -118.2514),4
(34.0924, -118.2532),25
(34.0924, -118.2544),6
(34.0924, -118.2681),2
(34.0924, -118.2737),15
(34.0924, -118.2749),1
(34.0924, -118.2752),21
(34.0924, -118.2804),87
(34.0924, -118.2902),28
(34.0924, -118.2917),5
(34.0924, -118.2918),1
(34.0924, -118.4266),1
(34.0924, -118.4292),5
(34.0924, -118.4297),12
(34.0925, -118.2115),1
(34.0925, -118.2134),5
(34.0925, -118.229),8
(34.0925, -118.2805),9
(34.0926, -118.2024),1
(34.0926, -118.2051),34
(34.0926, -118.2143),1
(34.0926, -118.2637),16
(34.0926, -118.2672),13
(34.0926, -118.2838),1
(34.0926, -118.3179),14
(34.0926, -118.319),79
(34.0926, -118.3201),120
(34.0926, -118.3212),80
(34.0926, -118.3223),83
(34.0926, -118.3234),57
(34.0926, -118.3244),101
(34.0926, -118.3245),4
(34.0926, -118.3266),296
(34.0926, -118.3277),4
(34.0926, -118.3289),73
(34.0926, -118.3299),41
(34.0926, -118.3305),15
(34.0926, -118.331),48
(34.0926, -118.3315),30
(34.0926, -118.3324),3
(34.0926, -118.3332),89
(34.0926, -118.3342),111
(34.0926, -118.3352),142
(34.0926, -118.3353),5
(34.0926, -118.3363),241
(34.0926, -118.3366),2
(34.0926, -118.3374),68
(34.0926, -118.3375),11
(34.0926, -118.3386),180
(34.0926, -118.3395),43
(34.0926, -118.3398),3
(34.0926, -118.3404),167
(34.0926, -118.3405),8
(34.0926, -118.3416),189
(34.0926, -118.3428),93
(34.0926, -118.3441),2
(34.0926, -118.4437),4
(34.0927, -117.9418),2
(34.0927, -118.1633),2
(34.0927, -118.2112),6
(34.0927, -118.2135),6
(34.0927, -118.2248),25
(34.0927, -118.2291),47
(34.0927, -118.2459),9
(34.0927, -118.2484),16
(34.0927, -118.2526),11
(34.0927, -118.2814),13
(34.0927, -118.3799),1
(34.0927, -118.3887),5
(34.0927, -118.3895),4
(34.0927, -118.459),12
(34.0928, -118.1751),3
(34.0928, -118.1818),10
(34.0928, -118.2137),1
(34.0928, -118.2701),9
(34.0928, -118.2713),8
(34.0928, -118.2825),21
(34.0928, -118.3092),75
(34.0928, -118.3109),191
(34.0928, -118.3136),139
(34.0928, -118.3157),77
(34.0928, -118.3179),61
(34.0928, -118.318),7
(34.0928, -118.3856),1
(34.0928, -118.4286),2
(34.0928, -118.447),2
(34.0928, -118.4695),1
(34.0929, -118.1708),13
(34.0929, -118.1721),26
(34.0929, -118.2077),13
(34.0929, -118.2098),67
(34.0929, -118.2385),7
(34.0929, -118.2443),2
(34.0929, -118.2462),5
(34.0929, -118.2608),29
(34.0929, -118.2673),3
(34.0929, -118.2749),1
(34.0929, -118.2763),4
(34.0929, -118.2801),7
(34.0929, -118.2846),3
(34.0929, -118.3048),127
(34.0929, -118.3068),47
(34.0929, -118.3092),32
(34.0929, -118.3857),2
(34.0929, -118.4307),9
(34.0929, -118.4543),13
(34.0929, -118.4627),11
(34.093, -118.1617),21
(34.093, -118.1636),49
(34.093, -118.1695),6
(34.093, -118.1969),1
(34.093, -118.2058),13
(34.093, -118.2151),2
(34.093, -118.2558),11
(34.093, -118.2559),4
(34.093, -118.2677),6
(34.093, -118.2724),42
(34.093, -118.2751),13
(34.093, -118.2823),22
(34.093, -118.3005),54
(34.093, -118.3013),53
(34.093, -118.3046),75
(34.093, -118.3902),4
(34.0931, -118.1608),4
(34.0931, -118.1726),3
(34.0931, -118.1859),62
(34.0931, -118.2141),8
(34.0931, -118.2496),13
(34.0931, -118.259),12
(34.0931, -118.2811),43
(34.0931, -118.2983),64
(34.0931, -118.2984),51
(34.0931, -118.2994),37
(34.0932, -118.1607),1
(34.0932, -118.1981),4
(34.0932, -118.1994),12
(34.0932, -118.2032),4
(34.0932, -118.2062),4
(34.0932, -118.2115),9
(34.0932, -118.221),4
(34.0932, -118.2252),36
(34.0932, -118.2407),17
(34.0932, -118.2676),5
(34.0932, -118.2729),7
(34.0932, -118.2769),18
(34.0932, -118.2939),88
(34.0932, -118.3046),9
(34.0932, -118.3266),10
(34.0932, -118.3375),40
(34.0932, -118.4128),2
(34.0932, -118.4396),12
(34.0932, -118.4657),3
(34.0933, -118.161),4
(34.0933, -118.1993),4
(34.0933, -118.2176),4
(34.0933, -118.223),32
(34.0933, -118.2474),9
(34.0933, -118.2539),15
(34.0933, -118.259),8
(34.0933, -118.2772),3
(34.0933, -118.2773),3
(34.0933, -118.3025),129
(34.0933, -118.3046),18
(34.0933, -118.4129),1
(34.0933, -118.4389),1
(34.0934, -118.1612),10
(34.0934, -118.1881),1
(34.0934, -118.2066),2
(34.0934, -118.2107),10
(34.0934, -118.2391),12
(34.0934, -118.2508),23
(34.0934, -118.2674),12
(34.0934, -118.2821),9
(34.0934, -118.2947),140
(34.0934, -118.295),7
(34.0934, -118.2961),158
(34.0934, -118.2974),62
(34.0934, -118.3317),1
(34.0934, -118.3332),1
(34.0934, -118.3861),6
(34.0935, -118.2005),10
(34.0935, -118.2066),5
(34.0935, -118.2571),3
(34.0935, -118.2842),9
(34.0935, -118.2843),1
(34.0935, -118.2846),55
(34.0935, -118.2856),37
(34.0935, -118.2866),113
(34.0935, -118.2867),2
(34.0935, -118.2878),73
(34.0935, -118.2887),21
(34.0935, -118.2893),73
(34.0935, -118.2918),152
(34.0935, -118.2928),21
(34.0935, -118.2932),154
(34.0935, -118.2937),76
(34.0935, -118.2939),6
(34.0935, -118.3245),65
(34.0935, -118.3266),19
(34.0935, -118.3289),9
(34.0935, -118.3299),1
(34.0935, -118.3305),1
(34.0935, -118.331),72
(34.0935, -118.3851),1
(34.0935, -118.3957),1
(34.0936, -118.1902),10
(34.0936, -118.2044),10
(34.0936, -118.217),4
(34.0936, -118.2256),3
(34.0936, -118.2298),50
(34.0936, -118.2552),2
(34.0936, -118.2573),13
(34.0936, -118.2596),3
(34.0936, -118.2809),21
(34.0936, -118.3092),5
(34.0936, -118.3787),9
(34.0936, -118.3869),12
(34.0937, -118.1721),5
(34.0937, -118.2071),8
(34.0937, -118.2092),69
(34.0937, -118.2143),1
(34.0937, -118.2388),8
(34.0937, -118.247),4
(34.0937, -118.2629),12
(34.0937, -118.2781),52
(34.0937, -118.3942),8
(34.0937, -118.4349),11
(34.0937, -118.4362),2
(34.0938, -118.1624),21
(34.0938, -118.1655),9
(34.0938, -118.1787),3
(34.0938, -118.1986),6
(34.0938, -118.2049),6
(34.0938, -118.2551),29
(34.0938, -118.2602),22
(34.0938, -118.2784),36
(34.0938, -118.2818),73
(34.0938, -118.3092),3
(34.0938, -118.3103),20
(34.0938, -118.3109),118
(34.0938, -118.3114),4
(34.0938, -118.3136),89
(34.0938, -118.3157),65
(34.0938, -118.318),6
(34.0938, -118.3864),3
(34.0938, -118.3886),6
(34.0938, -118.3922),1
(34.0938, -118.4024),3
(34.0938, -118.4437),3
(34.0938, -118.4552),3
(34.0939, -118.1685),15
(34.0939, -118.1995),6
(34.0939, -118.2154),21
(34.0939, -118.2259),9
(34.0939, -118.2398),16
(34.0939, -118.2412),10
(34.0939, -118.2481),1
(34.0939, -118.3068),46
(34.0939, -118.3092),13
(34.0939, -118.3845),1
(34.0939, -118.3887),10
(34.0939, -118.4444),3
(34.0939, -118.4486),4
(34.094, -118.2526),11
(34.094, -118.3046),44
(34.094, -118.3901),2
(34.094, -118.4349),1
(34.094, -118.4356),1
(34.0941, -118.16),44
(34.0941, -118.1856),59
(34.0941, -118.2236),37
(34.0941, -118.2261),32
(34.0941, -118.2534),6
(34.0941, -118.2559),9
(34.0941, -118.2716),3
(34.0941, -118.2752),8
(34.0941, -118.276),15
(34.0941, -118.2835),26
(34.0941, -118.3036),20
(34.0941, -118.3922),6
(34.0942, -118.1612),38
(34.0942, -118.1799),4
(34.0942, -118.1902),6
(34.0942, -118.2007),3
(34.0942, -118.2213),10
(34.0942, -118.2481),20
(34.0942, -118.2538),3
(34.0942, -118.2574),1
(34.0942, -118.2704),10
(34.0942, -118.2745),7
(34.0942, -118.2793),26
(34.0943, -118.1702),20
(34.0943, -118.2108),5
(34.0943, -118.2165),1
(34.0943, -118.2264),6
(34.0943, -118.2437),6
(34.0943, -118.2668),5
(34.0943, -118.2726),14
(34.0943, -118.2746),14
(34.0943, -118.331),3
(34.0943, -118.3929),3
(34.0943, -118.4172),11
(34.0943, -118.4242),11
(34.0944, -118.1588),38
(34.0944, -118.1727),5
(34.0944, -118.2086),6
(34.0944, -118.2305),12
(34.0944, -118.2392),1
(34.0944, -118.2405),7
(34.0944, -118.2485),1
(34.0944, -118.2522),6
(34.0944, -118.2686),1
(34.0944, -118.2715),1
(34.0944, -118.3125),151
(34.0944, -118.318),122
(34.0944, -118.319),104
(34.0944, -118.3201),47
(34.0944, -118.3212),12
(34.0944, -118.3223),100
(34.0944, -118.3234),4
(34.0944, -118.3241),8
(34.0944, -118.3245),57
(34.0944, -118.3266),113
(34.0944, -118.3277),143
(34.0944, -118.3288),39
(34.0944, -118.3298),4
(34.0944, -118.3299),6
(34.0944, -118.3305),78
(34.0944, -118.331),311
(34.0944, -118.3332),36
(34.0944, -118.3342),52
(34.0944, -118.3353),50
(34.0944, -118.3363),121
(34.0944, -118.3375),60
(34.0944, -118.3386),114
(34.0944, -118.3395),7
(34.0944, -118.3398),88
(34.0944, -118.3405),79
(34.0944, -118.3415),114
(34.0944, -118.3416),5
(34.0944, -118.3428),112
(34.0944, -118.3441),71
(34.0944, -118.3452),91
(34.0944, -118.3462),53
(34.0944, -118.347),2
(34.0944, -118.3472),35
(34.0944, -118.3479),3
(34.0944, -118.3483),104
(34.0944, -118.3495),88
(34.0944, -118.3496),4
(34.0944, -118.3501),7
(34.0944, -118.3506),91
(34.0944, -118.3517),65
(34.0944, -118.3528),80
(34.0944, -118.3539),79
(34.0944, -118.3545),1
(34.0944, -118.355),79
(34.0944, -118.356),35
(34.0944, -118.3569),2
(34.0944, -118.3571),7
(34.0944, -118.3581),11
(34.0944, -118.3582),1
(34.0944, -118.3763),2
(34.0944, -118.3922),7
(34.0944, -118.4189),12
(34.0944, -118.4405),2
(34.0945, -118.1593),19
(34.0945, -118.1715),8
(34.0945, -118.1811),6
(34.0945, -118.2024),30
(34.0945, -118.2038),38
(34.0945, -118.2085),77
(34.0945, -118.2127),11
(34.0945, -118.2417),10
(34.0945, -118.2454),2
(34.0945, -118.2545),1
(34.0945, -118.2592),11
(34.0945, -118.2626),1
(34.0945, -118.2841),1
(34.0945, -118.2887),2
(34.0945, -118.2903),76
(34.0945, -118.2918),8
(34.0945, -118.3591),14
(34.0945, -118.3603),21
(34.0945, -118.3615),1
(34.0945, -118.3616),24
(34.0945, -118.3943),4
(34.0946, -118.1637),17
(34.0946, -118.2174),1
(34.0946, -118.2596),24
(34.0946, -118.2714),3
(34.0946, -118.2802),39
(34.0946, -118.3047),1
(34.0946, -118.4569),3
(34.0946, -118.4633),6
(34.0947, -118.204),26
(34.0947, -118.227),30
(34.0947, -118.2623),5
(34.0947, -118.2828),123
(34.0947, -118.2877),166
(34.0947, -118.3836),2
(34.0947, -118.4165),3
(34.0947, -118.4303),6
(34.0948, -118.1685),19
(34.0948, -118.1751),60
(34.0948, -118.1823),10
(34.0948, -118.1903),27
(34.0948, -118.2174),1
(34.0948, -118.2245),11
(34.0948, -118.2308),1
(34.0948, -118.2495),1
(34.0948, -118.2504),1
(34.0948, -118.2525),1
(34.0948, -118.2553),4
(34.0948, -118.2846),2
(34.0948, -118.3092),1
(34.0948, -118.3108),1
(34.0948, -118.3114),34
(34.0948, -118.3136),182
